Status Account,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarators,Residence,Property,Age,Other Installment,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
4,22,existing credits paid back duly till now,radio/television,2675,3,5,3,male (single),none,4,car or other,40,none,own,1,skilled-employee,1,none,yes,Good
4,48,critical account,car (used),2751,5,5,4,male (single),none,3,car or other,38,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
2,48,delay in paying off in the past,education,6224,1,5,4,male (single),none,4,no property,50,none,for free,1,skilled-employee,1,none,yes,Bad
1,40,critical account,education,5998,1,3,4,male (single),none,3,no property,27,bank,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,21,existing credits paid back duly till now,business,1188,1,5,2,female (divorce),none,4,life insurance,39,none,own,1,skilled-employee,2,none,yes,Bad
4,24,existing credits paid back duly till now,car (used),6313,5,5,3,male (single),none,4,car or other,41,none,own,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
4,6,critical account,furniture/equipment,1221,5,3,1,male (married),none,2,life insurance,27,none,own,2,skilled-employee,1,none,yes,Good
3,24,existing credits paid back duly till now,furniture/equipment,2892,1,5,3,male (divorce),none,4,no property,51,none,for free,1,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,furniture/equipment,3062,3,5,4,male (single),none,3,no property,32,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,9,existing credits paid back duly till now,furniture/equipment,2301,2,2,2,female (divorce),none,4,life insurance,22,none,rent,1,skilled-employee,1,none,yes,Good
1,18,existing credits paid back duly till now,car (used),7511,5,5,1,male (single),none,4,life insurance,51,none,for free,1,skilled-employee,2,"yes, registered under the customers name",yes,Bad
4,12,critical account,furniture/equipment,1258,1,2,2,female (divorce),none,4,life insurance,22,none,rent,2,unskilled - resident,1,none,yes,Good
4,24,delay in paying off in the past,car (new),717,5,5,4,male (married),none,4,car or other,54,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,9,existing credits paid back duly till now,car (new),1549,5,2,4,male (single),none,2,real estate,35,none,own,1,unskilled - non-resident,1,none,yes,Good
4,24,critical account,education,1597,1,5,4,male (single),none,4,no property,54,none,for free,2,skilled-employee,2,none,yes,Good
2,18,critical account,radio/television,1795,1,5,3,female (divorce),guarator,4,real estate,48,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name",yes,Good
1,20,critical account,furniture/equipment,4272,1,5,1,female (divorce),none,4,life insurance,24,none,own,2,skilled-employee,1,none,yes,Good
4,12,critical account,radio/television,976,5,5,4,male (single),none,4,car or other,35,none,own,2,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,car (new),7472,5,1,1,female (divorce),none,2,real estate,24,none,rent,1,unskilled - non-resident,1,none,yes,Good
1,36,existing credits paid back duly till now,car (new),9271,1,4,2,male (single),none,1,car or other,24,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,6,existing credits paid back duly till now,radio/television,590,1,2,3,male (married),none,3,real estate,26,none,own,1,unskilled - resident,1,none,no,Good
4,12,critical account,radio/television,930,5,5,4,male (single),none,4,real estate,65,none,own,4,skilled-employee,1,none,yes,Good
2,42,all credits at this bank paid back duly,car (used),9283,1,1,1,male (single),none,2,no property,55,bank,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,15,no credits taken/ all credits paid back duly,car (new),1778,1,2,2,female (divorce),none,1,real estate,26,none,rent,2,unskilled - non-resident,1,none,yes,Bad
2,8,existing credits paid back duly till now,business,907,1,2,3,male (married),none,2,real estate,26,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,6,existing credits paid back duly till now,radio/television,484,1,4,3,male (married),guarator,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,Good
1,36,critical account,car (used),9629,1,4,4,male (single),none,4,car or other,24,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,48,existing credits paid back duly till now,domestic appliances,3051,1,3,3,male (single),none,4,car or other,54,none,own,1,skilled-employee,1,none,yes,Bad
1,48,existing credits paid back duly till now,car (new),3931,1,4,4,male (single),none,4,no property,46,none,for free,1,skilled-employee,2,none,yes,Bad
2,36,delay in paying off in the past,car (new),7432,1,3,2,female (divorce),none,2,life insurance,54,none,rent,1,skilled-employee,1,none,yes,Good
4,6,existing credits paid back duly till now,domestic appliances,1338,3,3,1,male (divorce),none,4,real estate,62,none,own,1,skilled-employee,1,none,yes,Good
4,6,critical account,radio/television,1554,1,4,1,female (divorce),none,2,car or other,24,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,36,existing credits paid back duly till now,car (used)0,15857,1,1,2,male (divorce),co-applicant,3,car or other,43,none,own,1,highly qualified employee,1,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,1345,1,3,4,male (married),none,3,real estate,26,bank,own,1,skilled-employee,1,none,yes,Bad
4,12,existing credits paid back duly till now,car (new),1101,1,3,3,male (married),none,2,real estate,27,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,12,existing credits paid back duly till now,radio/television,3016,1,3,3,male (married),none,1,car or other,24,none,own,1,skilled-employee,1,none,yes,Good
1,36,existing credits paid back duly till now,furniture/equipment,2712,1,5,2,male (single),none,2,life insurance,41,bank,own,1,skilled-employee,2,none,yes,Bad
1,8,critical account,car (new),731,1,5,4,male (single),none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes,Good
4,18,critical account,furniture/equipment,3780,1,2,3,male (divorce),none,2,car or other,35,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,21,critical account,car (new),1602,1,5,4,male (married),none,3,car or other,30,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,critical account,car (new),3966,1,5,1,female (divorce),none,4,real estate,33,bank,rent,3,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,18,no credits taken/ all credits paid back duly,business,4165,1,3,2,male (single),none,2,car or other,36,stores,own,2,skilled-employee,2,none,yes,Bad
1,36,existing credits paid back duly till now,car (used),8335,5,5,3,male (single),none,4,no property,47,none,for free,1,skilled-employee,1,none,yes,Bad
2,48,delay in paying off in the past,business,6681,5,3,4,male (single),none,4,no property,38,none,for free,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,24,delay in paying off in the past,business,2375,3,3,4,male (single),none,2,car or other,44,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,18,existing credits paid back duly till now,car (new),1216,1,2,4,female (divorce),none,3,car or other,23,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,45,no credits taken/ all credits paid back duly,business,11816,1,5,2,male (single),none,4,car or other,29,none,rent,2,skilled-employee,1,none,yes,Bad
2,24,existing credits paid back duly till now,radio/television,5084,5,5,2,female (divorce),none,4,car or other,42,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,15,existing credits paid back duly till now,radio/television,2327,1,2,2,female (divorce),none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,Bad
1,12,no credits taken/ all credits paid back duly,car (new),1082,1,3,4,male (single),none,4,car or other,48,bank,own,2,skilled-employee,1,none,yes,Bad
4,12,existing credits paid back duly till now,radio/television,886,5,3,4,female (divorce),none,2,car or other,21,none,own,1,skilled-employee,1,none,yes,Good
4,4,existing credits paid back duly till now,furniture/equipment,601,1,2,1,female (divorce),none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,Good
1,24,critical account,car (used),2957,1,5,4,male (single),none,4,life insurance,63,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,critical account,radio/television,2611,1,5,4,male (married),co-applicant,3,real estate,46,none,own,2,skilled-employee,1,none,yes,Good
1,36,existing credits paid back duly till now,furniture/equipment,5179,1,4,4,male (single),none,2,life insurance,29,none,own,1,skilled-employee,1,none,yes,Bad
4,21,delay in paying off in the past,car (used),2993,1,3,3,male (single),none,2,real estate,28,stores,own,2,unskilled - resident,1,none,yes,Good
4,18,existing credits paid back duly till now,repairs,1943,1,2,4,female (divorce),none,4,real estate,23,none,own,1,skilled-employee,1,none,yes,Bad
4,24,all credits at this bank paid back duly,business,1559,1,4,4,male (single),none,4,car or other,50,bank,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,18,existing credits paid back duly till now,furniture/equipment,3422,1,5,4,male (single),none,4,life insurance,47,bank,own,3,skilled-employee,2,"yes, registered under the customers name",yes,Good
2,21,existing credits paid back duly till now,furniture/equipment,3976,5,4,2,male (single),none,3,car or other,35,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,18,existing credits paid back duly till now,car (new),6761,5,3,2,male (single),none,4,car or other,68,none,rent,2,skilled-employee,1,none,yes,Bad
4,24,existing credits paid back duly till now,car (new),1249,1,2,4,male (married),none,2,real estate,28,none,own,1,skilled-employee,1,none,yes,Good
1,9,existing credits paid back duly till now,radio/television,1364,1,4,3,male (single),none,4,real estate,59,none,own,1,skilled-employee,1,none,yes,Good
1,12,existing credits paid back duly till now,radio/television,709,1,5,4,male (single),none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes,Bad
1,20,critical account,car (new),2235,1,3,4,male (married),guarator,2,life insurance,33,bank,rent,2,skilled-employee,1,none,no,Bad
4,24,critical account,car (used),4042,5,4,3,male (single),none,4,life insurance,43,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,15,critical account,radio/television,1471,1,3,4,male (single),none,4,no property,35,none,for free,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,all credits at this bank paid back duly,car (new),1442,1,4,4,male (single),none,4,no property,32,none,for free,2,unskilled - resident,2,none,yes,Bad
4,36,delay in paying off in the past,car (new),10875,1,5,2,male (single),none,2,car or other,45,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,car (new),1474,2,2,4,male (married),none,3,real estate,33,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,10,existing credits paid back duly till now,retraining,894,5,4,4,female (divorce),none,3,life insurance,40,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,15,critical account,furniture/equipment,3343,1,3,4,male (single),none,2,no property,28,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,15,existing credits paid back duly till now,car (new),3959,1,3,3,female (divorce),none,2,life insurance,29,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,9,existing credits paid back duly till now,car (new),3577,2,3,1,male (single),guarator,2,real estate,26,none,rent,1,skilled-employee,2,none,no,Good
4,24,critical account,car (used),5804,4,3,4,male (single),none,2,real estate,27,none,own,2,skilled-employee,1,none,yes,Good
4,18,delay in paying off in the past,business,2169,1,3,4,male (married),none,2,car or other,28,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,24,existing credits paid back duly till now,radio/television,2439,1,2,4,female (divorce),none,4,real estate,35,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,27,critical account,furniture/equipment,4526,4,2,4,male (single),none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,Good
4,10,existing credits paid back duly till now,furniture/equipment,2210,1,3,2,male (single),none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes,Bad
4,15,existing credits paid back duly till now,furniture/equipment,2221,3,3,2,female (divorce),none,4,car or other,20,none,rent,1,skilled-employee,1,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,2389,1,2,4,female (divorce),none,1,car or other,27,stores,own,1,skilled-employee,1,none,yes,Good
4,12,critical account,furniture/equipment,3331,1,5,2,male (single),none,4,life insurance,42,stores,own,1,skilled-employee,1,none,yes,Good
4,36,existing credits paid back duly till now,business,7409,5,5,3,male (single),none,2,life insurance,37,none,own,2,skilled-employee,1,none,yes,Good
1,12,existing credits paid back duly till now,furniture/equipment,652,1,5,4,female (divorce),none,4,life insurance,24,none,rent,1,skilled-employee,1,none,yes,Good
4,36,delay in paying off in the past,furniture/equipment,7678,3,4,2,female (divorce),none,4,car or other,40,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,6,critical account,car (new),1343,1,5,1,male (single),none,4,real estate,46,none,own,2,skilled-employee,2,none,no,Good
1,24,critical account,business,1382,2,4,4,male (single),none,1,real estate,26,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,15,existing credits paid back duly till now,domestic appliances,874,5,2,4,female (divorce),none,1,real estate,24,none,own,1,skilled-employee,1,none,yes,Good
1,12,existing credits paid back duly till now,furniture/equipment,3590,1,3,2,male (single),co-applicant,2,life insurance,29,none,own,1,unskilled - resident,2,none,yes,Good
2,11,critical account,car (new),1322,4,3,4,female (divorce),none,4,car or other,40,none,own,2,skilled-employee,1,none,yes,Good
1,18,all credits at this bank paid back duly,radio/television,1940,1,2,3,male (single),co-applicant,4,no property,36,bank,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,36,existing credits paid back duly till now,radio/television,3595,1,5,4,male (single),none,2,car or other,28,none,own,1,skilled-employee,1,none,yes,Good
1,9,existing credits paid back duly till now,car (new),1422,1,2,3,male (single),none,2,no property,27,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,30,critical account,radio/television,6742,5,4,2,male (single),none,3,life insurance,36,none,own,2,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,car (used),7814,1,4,3,male (single),none,3,car or other,38,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,car (used),9277,5,3,2,male (divorce),none,4,no property,48,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,30,critical account,car (new),2181,5,5,4,male (single),none,4,real estate,36,none,own,2,skilled-employee,1,none,yes,Good
4,18,critical account,radio/television,1098,1,1,4,female (divorce),none,4,car or other,65,none,own,2,unskilled - non-resident,1,none,yes,Good
2,24,existing credits paid back duly till now,furniture/equipment,4057,1,4,3,male (divorce),none,3,car or other,43,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,12,existing credits paid back duly till now,education,795,1,2,4,female (divorce),none,4,life insurance,53,none,own,1,skilled-employee,1,none,yes,Bad
2,24,critical account,business,2825,5,4,4,male (single),none,3,no property,34,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
2,48,existing credits paid back duly till now,business,15672,1,3,2,male (single),none,2,car or other,23,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,36,critical account,car (new),6614,1,5,4,male (single),none,4,car or other,34,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,28,all credits at this bank paid back duly,car (used),7824,5,2,3,male (single),guarator,4,real estate,40,bank,rent,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,27,critical account,business,2442,1,5,4,male (single),none,4,car or other,43,stores,own,4,highly qualified employee,2,"yes, registered under the customers name",yes,Good
4,15,critical account,radio/television,1829,1,5,4,male (single),none,4,car or other,46,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,critical account,car (new),2171,1,3,4,male (single),none,4,life insurance,38,bank,own,2,unskilled - resident,1,none,no,Good
2,36,critical account,car (used),5800,1,3,3,male (single),none,4,car or other,34,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,18,critical account,radio/television,1169,5,3,4,male (single),none,3,life insurance,29,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,36,delay in paying off in the past,car (used),8947,5,4,3,male (single),none,2,car or other,31,stores,own,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
1,21,existing credits paid back duly till now,radio/television,2606,1,2,4,female (divorce),none,4,life insurance,28,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,12,critical account,furniture/equipment,1592,4,4,3,female (divorce),none,2,life insurance,35,none,own,1,skilled-employee,1,none,no,Good
4,15,existing credits paid back duly till now,furniture/equipment,2186,5,4,1,female (divorce),none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes,Good
1,18,existing credits paid back duly till now,furniture/equipment,4153,1,3,2,male (single),co-applicant,3,car or other,42,none,own,1,skilled-employee,1,none,yes,Bad
1,16,critical account,car (new),2625,1,5,2,male (single),guarator,4,life insurance,43,bank,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,20,critical account,car (new),3485,5,2,2,male (divorce),none,4,real estate,44,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,36,critical account,car (used),10477,5,5,2,male (single),none,4,no property,42,none,for free,2,skilled-employee,1,none,yes,Good
4,15,existing credits paid back duly till now,radio/television,1386,5,3,4,male (married),none,2,real estate,40,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,radio/television,1278,1,5,4,male (single),none,1,real estate,36,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,radio/television,1107,1,3,2,male (single),none,2,real estate,20,none,rent,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
1,21,existing credits paid back duly till now,car (new),3763,5,4,2,male (single),co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,Good
2,36,existing credits paid back duly till now,education,3711,5,3,2,male (married),none,2,car or other,27,none,own,1,skilled-employee,1,none,yes,Good
4,15,delay in paying off in the past,car (used),3594,1,2,1,female (divorce),none,2,life insurance,46,none,own,2,unskilled - resident,1,none,yes,Good
2,9,existing credits paid back duly till now,car (new),3195,5,3,1,female (divorce),none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes,Good
4,36,delay in paying off in the past,radio/television,4454,1,3,4,female (divorce),none,4,real estate,34,none,own,2,skilled-employee,1,none,yes,Good
2,24,critical account,furniture/equipment,4736,1,2,2,female (divorce),none,4,car or other,25,bank,own,1,unskilled - resident,1,none,yes,Bad
2,30,existing credits paid back duly till now,radio/television,2991,5,5,2,female (divorce),none,4,car or other,25,none,own,1,skilled-employee,1,none,yes,Good
4,11,existing credits paid back duly till now,business,2142,4,5,1,male (divorce),none,2,real estate,28,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,24,all credits at this bank paid back duly,business,3161,1,3,4,male (single),none,2,life insurance,31,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,48,no credits taken/ all credits paid back duly,car (used)0,18424,1,3,1,female (divorce),none,2,life insurance,32,bank,own,1,highly qualified employee,1,"yes, registered under the customers name",no,Bad
4,10,existing credits paid back duly till now,car (used),2848,2,3,1,male (single),co-applicant,2,real estate,32,none,own,1,skilled-employee,2,none,yes,Good
1,6,existing credits paid back duly till now,car (new),14896,1,5,1,male (single),none,4,no property,68,bank,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
1,24,existing credits paid back duly till now,furniture/equipment,2359,2,1,1,male (divorce),none,1,life insurance,33,none,own,1,skilled-employee,1,none,yes,Bad
1,24,existing credits paid back duly till now,furniture/equipment,3345,1,5,4,male (single),none,2,life insurance,39,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,18,critical account,furniture/equipment,1817,1,3,4,female (divorce),none,2,no property,28,none,own,2,skilled-employee,1,none,yes,Good
4,48,delay in paying off in the past,radio/television,12749,3,4,4,male (single),none,1,car or other,37,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,9,existing credits paid back duly till now,radio/television,1366,1,2,3,female (divorce),none,4,life insurance,22,none,rent,1,skilled-employee,1,none,yes,Bad
2,12,existing credits paid back duly till now,car (new),2002,1,4,3,male (single),none,4,life insurance,30,none,rent,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,24,all credits at this bank paid back duly,furniture/equipment,6872,1,2,2,male (divorce),none,1,life insurance,55,bank,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,12,all credits at this bank paid back duly,car (new),697,1,2,4,male (single),none,2,car or other,46,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,18,critical account,furniture/equipment,1049,1,2,4,female (divorce),none,4,life insurance,21,none,rent,1,skilled-employee,1,none,yes,Good
1,48,existing credits paid back duly till now,car (used),10297,1,4,4,male (single),none,4,no property,39,stores,for free,3,skilled-employee,2,"yes, registered under the customers name",yes,Bad
4,30,existing credits paid back duly till now,radio/television,1867,5,5,4,male (single),none,4,car or other,58,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,delay in paying off in the past,car (new),1344,1,3,4,male (single),none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes,Good
1,24,existing credits paid back duly till now,furniture/equipment,1747,1,2,4,male (single),co-applicant,1,life insurance,24,none,own,1,unskilled - resident,1,none,no,Good
2,9,existing credits paid back duly till now,radio/television,1670,1,2,4,female (divorce),none,2,car or other,22,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,9,critical account,car (new),1224,1,3,3,male (single),none,1,real estate,30,none,own,2,skilled-employee,1,none,yes,Good
4,12,critical account,radio/television,522,3,5,4,male (single),none,4,life insurance,42,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,radio/television,1498,1,3,4,female (divorce),none,1,car or other,23,bank,own,1,skilled-employee,1,none,yes,Good
2,30,delay in paying off in the past,radio/television,1919,2,2,4,male (single),none,3,no property,30,stores,own,2,highly qualified employee,1,none,yes,Bad
3,9,existing credits paid back duly till now,radio/television,745,1,3,3,female (divorce),none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,Bad
2,6,existing credits paid back duly till now,radio/television,2063,1,2,4,male (married),none,3,car or other,30,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,60,existing credits paid back duly till now,education,6288,1,3,4,male (single),none,4,no property,42,none,for free,1,skilled-employee,1,none,yes,Bad
4,24,critical account,car (used),6842,5,3,2,male (single),none,4,life insurance,46,none,own,2,highly qualified employee,2,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,car (new),3527,5,2,2,male (single),none,3,life insurance,45,none,own,1,highly qualified employee,2,"yes, registered under the customers name",yes,Good
4,10,existing credits paid back duly till now,car (new),1546,1,3,3,male (single),none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,Good
4,24,existing credits paid back duly till now,furniture/equipment,929,5,4,4,male (single),none,2,car or other,31,stores,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,4,critical account,car (new),1455,1,4,2,male (single),none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,Good
1,15,existing credits paid back duly till now,furniture/equipment,1845,1,2,4,female (divorce),guarator,1,life insurance,46,none,rent,1,skilled-employee,1,none,yes,Good
2,48,no credits taken/ all credits paid back duly,car (new),8358,3,2,1,female (divorce),none,1,car or other,30,none,own,2,skilled-employee,1,none,yes,Good
1,24,all credits at this bank paid back duly,furniture/equipment,3349,3,2,4,male (single),none,4,no property,30,none,for free,1,skilled-employee,2,"yes, registered under the customers name",yes,Bad
4,12,existing credits paid back duly till now,car (new),2859,5,1,4,male (single),none,4,no property,38,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,18,existing credits paid back duly till now,furniture/equipment,1533,1,2,4,male (married),co-applicant,1,life insurance,43,none,own,1,unskilled - resident,2,none,yes,Bad
4,24,existing credits paid back duly till now,radio/television,3621,2,5,2,male (single),none,4,car or other,31,none,own,2,skilled-employee,1,none,yes,Bad
2,18,critical account,business,3590,1,1,3,male (married),none,3,car or other,40,none,own,3,unskilled - non-resident,2,"yes, registered under the customers name",yes,Good
1,36,delay in paying off in the past,business,2145,1,4,2,male (single),none,1,car or other,24,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,24,existing credits paid back duly till now,car (used),4113,3,2,3,female (divorce),none,4,car or other,28,none,rent,1,skilled-employee,1,none,yes,Bad
4,36,existing credits paid back duly till now,furniture/equipment,10974,1,1,4,female (divorce),none,2,car or other,26,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
1,12,existing credits paid back duly till now,car (new),1893,1,3,4,female (divorce),guarator,4,life insurance,29,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,24,critical account,radio/television,1231,4,5,4,female (divorce),none,4,life insurance,57,none,rent,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
3,30,critical account,radio/television,3656,5,5,4,male (single),none,4,life insurance,49,stores,own,2,unskilled - resident,1,none,yes,Good
2,9,critical account,radio/television,1154,1,5,2,male (single),none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,Good
1,28,existing credits paid back duly till now,car (new),4006,1,3,3,male (single),none,2,car or other,45,none,own,1,unskilled - resident,1,none,yes,Bad
2,24,existing credits paid back duly till now,furniture/equipment,3069,2,5,4,male (single),none,4,no property,30,none,for free,1,skilled-employee,1,none,yes,Good
4,6,critical account,radio/television,1740,1,5,2,male (married),none,2,real estate,30,none,rent,2,skilled-employee,1,none,yes,Good
2,21,delay in paying off in the past,car (new),2353,1,3,1,male (divorce),none,4,life insurance,47,none,own,2,skilled-employee,1,none,yes,Good
4,15,existing credits paid back duly till now,car (new),3556,5,3,3,male (single),none,2,no property,29,none,own,1,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,radio/television,2397,3,5,3,male (single),none,2,car or other,35,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,6,existing credits paid back duly till now,repairs,454,1,2,3,male (married),none,1,life insurance,22,none,own,1,unskilled - resident,1,none,yes,Good
2,30,existing credits paid back duly till now,radio/television,1715,5,3,4,female (divorce),none,1,car or other,26,none,own,1,skilled-employee,1,none,yes,Good
2,27,critical account,radio/television,2520,3,3,4,male (single),none,2,life insurance,23,none,own,2,unskilled - resident,1,none,yes,Bad
4,15,existing credits paid back duly till now,radio/television,3568,1,5,4,female (divorce),none,2,car or other,54,bank,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,42,existing credits paid back duly till now,radio/television,7166,5,4,2,male (married),none,4,life insurance,29,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,11,critical account,car (new),3939,1,3,1,male (single),none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,Good
2,15,existing credits paid back duly till now,repairs,1514,2,3,4,male (single),guarator,2,real estate,22,none,own,1,skilled-employee,1,none,yes,Good
4,24,existing credits paid back duly till now,car (new),7393,1,3,1,male (single),none,4,life insurance,43,none,own,1,unskilled - resident,2,none,yes,Good
1,24,all credits at this bank paid back duly,car (new),1193,1,1,1,female (divorce),co-applicant,4,no property,29,none,rent,2,unskilled - non-resident,1,none,yes,Bad
1,60,existing credits paid back duly till now,business,7297,1,5,4,male (single),co-applicant,4,no property,36,none,rent,1,skilled-employee,1,none,yes,Bad
4,30,critical account,radio/television,2831,1,3,4,female (divorce),none,2,car or other,33,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,24,existing credits paid back duly till now,radio/television,1258,3,3,3,female (divorce),none,3,car or other,57,none,own,1,unskilled - resident,1,none,yes,Good
2,6,existing credits paid back duly till now,radio/television,753,1,3,2,female (divorce),guarator,3,real estate,64,none,own,1,skilled-employee,1,none,yes,Good
2,18,delay in paying off in the past,business,2427,5,5,4,male (single),none,2,life insurance,42,none,own,2,skilled-employee,1,none,yes,Good
4,24,delay in paying off in the past,car (new),2538,1,5,4,male (single),none,4,car or other,47,none,own,2,unskilled - resident,2,none,yes,Bad
2,15,all credits at this bank paid back duly,car (new),1264,2,3,2,male (married),none,2,life insurance,25,none,rent,1,skilled-employee,1,none,yes,Bad
2,30,critical account,furniture/equipment,8386,1,4,2,male (single),none,2,life insurance,49,none,own,1,skilled-employee,1,none,yes,Bad
